     -5.0000000000      -0.0000000000
     -4.9799599198      -0.3145809305
     -4.9599198397      -0.6279153745
     -4.9398797595      -0.9387617844
     -4.9198396794      -1.2458884714
     -4.8997995992      -1.5480784853
     -4.8797595190      -1.8441344370
     -4.8597194389      -2.1328832428
     -4.8396793587      -2.4131807727
     -4.8196392786      -2.6839163838
     -4.7995991984      -2.9440173208
     -4.7795591182      -3.1924529673
     -4.7595190381      -3.4282389289
     -4.7394789579      -3.6504409341
     -4.7194388778      -3.8581785359
     -4.6993987976      -4.0506286007
     -4.6793587174      -4.2270285699
     -4.6593186373      -4.3866794813
     -4.6392785571      -4.5289487387
     -4.6192384770      -4.6532726183
     -4.5991983968      -4.7591585027
     -4.5791583166      -4.8461868328
     -4.5591182365      -4.9140127700
     -4.5390781563      -4.9623675627
     -4.5190380762      -4.9910596112
     -4.4989979960      -4.9999752270
     -4.4789579158      -4.9890790831
     -4.4589178357      -4.9584143541
     -4.4388777555      -4.9081025450
     -4.4188376754      -4.8383430100
     -4.3987975952      -4.7494121621
     -4.3787575150      -4.6416623785
     -4.3587174349      -4.5155206039
     -4.3386773547      -4.3714866588
     -4.3186372745      -4.2101312592
     -4.2985971944      -4.0320937552
     -4.2785571142      -3.8380795976
     -4.2585170341      -3.6288575424
     -4.2384769539      -3.4052566053
     -4.2184368737      -3.1681627763
     -4.1983967936      -2.9185155091
     -4.1783567134      -2.6573039990
     -4.1583166333      -2.3855632632
     -4.1382765531      -2.1043700392
     -4.1182364729      -1.8148385193
     -4.0981963928      -1.5181159348
     -4.0781563126      -1.2153780108
     -4.0581162325      -0.9078243076
     -4.0380761523      -0.5966734672
     -4.0180360721      -0.2831583848
     -3.9979959920       0.0314786764
     -3.9779559118       0.3459910073
     -3.9579158317       0.6591323933
     -3.9378757515       0.9696620518
     -3.9178356713       1.2763495490
     -3.8977955912       1.5779796751
     -3.8777555110       1.8733572593
     -3.8577154309       2.1613119060
     -3.8376753507       2.4407026318
     -3.8176352705       2.7104223869
     -3.7975951904       2.9694024414
     -3.7775551102       3.2166166201
     -3.7575150301       3.4510853686
     -3.7374749499       3.6718796344
     -3.7174348697       3.8781245488
     -3.6973947896       4.0690028928
     -3.6773547094       4.2437583353
     -3.6573146293       4.4016984305
     -3.6372745491       4.5421973610
     -3.6172344689       4.6646984177
     -3.5971943888       4.7687162061
     -3.5771543086       4.8538385689
     -3.5571142285       4.9197282198
     -3.5370741483       4.9661240795
     -3.5170340681       4.9928423103
     -3.4969939880       4.9997770446
     -3.4769539078       4.9869008046
     -3.4569138277       4.9542646105
     -3.4368737475       4.9019977792
     -3.4168336673       4.8303074113
     -3.3967935872       4.7394775706
     -3.3767535070       4.6298681587
     -3.3567134269       4.5019134889
     -3.3366733467       4.3561205650
     -3.3166332665       4.1930670728
     -3.2965931864       4.0133990909
     -3.2765531062       3.8178285305
